0 ,
1.06692 ,
1.10199 ,
1.14154 ,
1.18573 ,
1.23579 ,
1.29674 ,
1.37413 ,
1.46787 ,
1.5951 ,
1.77647 ,
2.04838 ,
2.56473 ,
4.90032 ,
0.122847 ,
0.0757108 ,
0.0636265 ,
0.0548415 ,
0.0488518 ,
0.0443211 ,
0.0401933 ,
0.0364612 ,
0.0329479 ,
0.0298208 ,
0.0271055 ,
0.0245496 ,
0.0221234 ,
0.0199104 ,
0.01798 ,
0.0161967 ,
0.0145758 ,
0.0130873 ,
0.0117268 ,
0.0105651 ,
0.00956064 ,
0.00856617 ,
0.00772903 ,
0.00697495 ,
0.00628157 ,
0.00572184 ,
0.00518434 ,
0.00478211 ,
0.0043826 ,
0.00403579 ,
0.00367994 ,
0.00339003 ,
0.00317636 ,
0.00296384 ,
0.0027756 ,
0.0026168 ,
0.00244626 ,
0.00231784 ,
0.00218799 ,
0.00209691 ,
0.00199457 ,
0.00188749 ,
0.00179832 ,
0.00172181 ,
0.00164253 ,
0.00156818 ,
0.00151652 ,
0.00144458 ,
0.00138566 ,
0.00133971 ,
0.00128695 ,
0.00123422 ,
0.00117136 ,
0.00112351 ,
0.00110161 ,
0.00105531 ,
0.00102012 ,
0.000978207 ,
0.000962313 ,
0.000929615 ,
0.00088938 ,
0.000858054 ,
0.000826546 ,
0.000808041 ,
0.000785773 ,
0.000760846 ,
0.0007446 ,
0.000724291 ,
0.000710905 ,
0.000698144 ,
0.000670334 ,
0.000654989 ,
0.000636623 ,
0.000616236 ,
0.000605205 ,
0.000591168 ,
0.000576976 ,
0.000562114 ,
0.000546479 ,
0.000540091 ,
0.00053421 ,
0.000526974 ,
0.000520751 ,
0.000510127 ,
0.000498565 ,
0.000483649 ,
0.000483284 ,
0.000467391 ,
0.000467917 ,
0.000453734 ,
0.000439374 ,
0.000441625 ,
0.000434669 ,
0.000430414 ,
0.000422198 ,
0.000417552 ,
0.000414287 ,
0.000407932 ,
0.000413544 ,
0.000405377 ,
0.000405654 ,
0.00037914 ,
0.000372211 ,
0.000372842 ,
0.000363229 ,
0.000358892 ,
0.00036184 ,
0.000364983 ,
0.000359892 ,
0.000356756 ,
0.000351462 ,
0.000357772 ,
0.000353342 ,
0.000345862 ,
0.000350753 ,
0.000345439 ,
0.000345686 ,
0.000337716 ,
0.00033727 ,
0.000336833 ,
0.000334525 ,
0.00033017 ,
0.000320159 ,
0.000323624 ,
0.000332824 ,
0.000305674 ,
0.000312051 ,
0.000312867 ,
0.000311936 ,
0.000307903 ,
0.000311701 ,
0.000315145 ,
0.000301365 ,
0.000302082 ,
0.00030058 ,
0.000295494 ,
0.000288036 ,
0.000294957 ,
0.000301429 ,
0.000287789 ,
0.000302426 ,
0.000301204 ,
0.000293285 ,
0.000286786 ,
0.000288714 ,
